scrape_time,lastUpdateId,bp_1,bz_1,bp_2,bz_2,bp_3,bz_3,bp_4,bz_4,bp_5,bz_5,bp_6,bz_6,bp_7,bz_7,bp_8,bz_8,bp_9,bz_9,bp_10,bz_10,bp_11,bz_11,bp_12,bz_12,bp_13,bz_13,bp_14,bz_14,bp_15,bz_15,bp_16,bz_16,bp_17,bz_17,bp_18,bz_18,bp_19,bz_19,bp_20,bz_20,ap_1,az_1,ap_2,az_2,ap_3,az_3,ap_4,az_4,ap_5,az_5,ap_6,az_6,ap_7,az_7,ap_8,az_8,ap_9,az_9,ap_10,az_10,ap_11,az_11,ap_12,az_12,ap_13,az_13,ap_14,az_14,ap_15,az_15,ap_16,az_16,ap_17,az_17,ap_18,az_18,ap_19,az_19,ap_20,az_20
2023-04-07 06:23:10,17771417480,27967.94000000,3.29893000,27967.91000000,0.58611000,27967.90000000,0.08050000,27967.59000000,0.37605000,27967.45000000,0.45640000,27967.16000000,0.33374000,27967.15000000,0.55590000,27966.73000000,0.01800000,27966.72000000,0.19470000,27966.71000000,0.39736000,27966.62000000,0.55430000,27966.40000000,0.02500000,27964.56000000,0.01789000,27964.22000000,0.04648000,27964.21000000,0.07743000,27964.05000000,0.03747000,27964.04000000,0.02976000,27963.60000000,0.05000000,27963.38000000,0.20000000,27962.77000000,0.00255000,27967.95000000,0.31854000,27968.15000000,0.01713000,27968.54000000,0.65925000,27968.77000000,0.54288000,27968.88000000,0.15146000,27968.89000000,0.25233000,27969.38000000,0.00322000,27969.56000000,0.48092000,27969.60000000,0.00043000,27969.72000000,0.61924000,27970.00000000,0.00700000,27970.12000000,0.33146000,27970.13000000,0.07287000,27970.43000000,0.54142000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000,27971.26000000,0.37235000,27971.27000000,0.62051000
2023-04-07 06:23:15,17771417631,27967.94000000,3.16463000,27967.91000000,0.58611000,27967.90000000,0.08050000,27967.59000000,0.37605000,27967.45000000,0.45640000,27967.16000000,0.33374000,27967.15000000,0.55590000,27966.73000000,0.01800000,27966.72000000,0.19470000,27966.71000000,0.39736000,27966.62000000,0.55430000,27966.40000000,0.02500000,27964.56000000,0.01789000,27964.22000000,0.04648000,27964.21000000,0.07743000,27964.05000000,0.03747000,27964.04000000,0.02976000,27963.60000000,0.05000000,27963.38000000,0.20000000,27962.77000000,0.00255000,27967.95000000,0.91684000,27968.15000000,0.01713000,27968.54000000,1.28824000,27968.76000000,0.34079000,27968.77000000,0.54288000,27968.89000000,0.25233000,27968.97000000,0.64165000,27969.06000000,0.03859000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000,27971.26000000,0.37235000,27971.27000000,0.62051000,27971.73000000,0.62218000
2023-04-07 06:23:19,17771417729,27967.94000000,3.20124000,27967.91000000,0.58611000,27967.90000000,0.08050000,27967.59000000,0.37605000,27967.16000000,0.33374000,27967.15000000,0.55590000,27966.73000000,0.01800000,27966.72000000,0.19470000,27966.71000000,0.39736000,27966.62000000,0.55430000,27966.40000000,0.02500000,27965.06000000,0.04773000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.53000000,0.21040000,27964.52000000,0.35066000,27964.05000000,0.03747000,27964.04000000,0.02976000,27963.60000000,0.05000000,27963.38000000,0.20000000,27967.95000000,0.89531000,27968.03000000,0.15642000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.53000000,0.17703000,27968.54000000,0.65925000,27968.67000000,0.63848000,27968.73000000,0.01703000,27968.89000000,0.25233000,27969.06000000,0.03859000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.05037000,27970.13000000,0.07287000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000,27971.26000000,0.37235000
2023-04-07 06:23:24,17771418074,27967.94000000,0.70765000,27967.16000000,0.34441000,27966.73000000,0.01800000,27966.70000000,0.64552000,27965.43000000,0.02500000,27965.05000000,0.07953000,27965.02000000,0.61026000,27964.98000000,0.32581000,27964.97000000,0.54289000,27964.57000000,0.18312000,27964.56000000,0.01789000,27964.20000000,0.65975000,27964.07000000,0.05004000,27964.04000000,0.02976000,27963.66000000,0.28447000,27963.60000000,0.02500000,27962.77000000,0.00255000,27962.71000000,0.35311000,27962.68000000,0.04000000,27962.59000000,0.63791000,27967.95000000,3.59137000,27968.19000000,0.63715000,27968.24000000,0.92825000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.54000000,0.65925000,27968.73000000,0.01703000,27968.90000000,0.22039000,27969.06000000,0.03859000,27969.38000000,0.00322000,27969.60000000,0.00043000,27969.76000000,0.02500000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.38000000,0.05200000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000
2023-04-07 06:23:28,17771418332,27967.94000000,0.64337000,27967.84000000,0.61248000,27967.49000000,0.58551000,27967.16000000,0.76780000,27967.14000000,0.56248000,27967.10000000,0.05363000,27966.73000000,0.01800000,27966.70000000,0.64552000,27966.39000000,0.60558000,27965.99000000,0.39257000,27965.43000000,0.02500000,27965.36000000,0.38699000,27965.35000000,0.64489000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.13000000,0.14411000,27964.12000000,0.24014000,27964.07000000,0.05004000,27964.04000000,0.02976000,27963.60000000,0.02500000,27967.95000000,3.31493000,27968.19000000,0.63715000,27968.24000000,0.92825000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.54000000,0.65925000,27968.73000000,0.01703000,27968.90000000,0.22039000,27969.06000000,0.03859000,27969.38000000,0.00322000,27969.60000000,0.00043000,27969.76000000,0.02500000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.38000000,0.05200000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000
2023-04-07 06:23:33,17771418534,27967.94000000,1.04507000,27967.89000000,0.05363000,27967.84000000,0.61248000,27967.49000000,0.58551000,27967.36000000,0.83751000,27967.35000000,0.59042000,27967.30000000,0.65588000,27967.18000000,0.32954000,27966.78000000,0.01800000,27966.70000000,0.64552000,27966.65000000,0.02500000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.41000000,0.16661000,27964.12000000,0.24014000,27964.07000000,0.05004000,27964.04000000,0.02976000,27963.60000000,0.02500000,27962.85000000,0.28040000,27962.84000000,0.46730000,27967.95000000,3.66388000,27968.19000000,0.63715000,27968.24000000,0.92825000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.54000000,0.65925000,27968.73000000,0.01703000,27968.90000000,0.22039000,27969.06000000,0.03859000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.38000000,0.05200000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000,27971.15000000,0.02500000
2023-04-07 06:23:37,17771418665,27967.94000000,0.78013000,27967.90000000,0.02500000,27967.89000000,0.05363000,27967.84000000,0.61248000,27967.50000000,0.85910000,27967.49000000,0.58551000,27967.18000000,0.32954000,27966.95000000,0.01800000,27966.94000000,0.59346000,27966.76000000,0.58391000,27966.70000000,0.64552000,27966.55000000,0.59848000,27966.40000000,0.02500000,27965.77000000,0.58686000,27965.06000000,0.04777000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.13000000,0.45892000,27964.07000000,0.05004000,27964.04000000,0.02976000,27967.95000000,3.26567000,27968.19000000,0.63715000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.53000000,0.45109000,27968.54000000,0.65925000,27968.73000000,0.01703000,27968.90000000,0.22039000,27969.06000000,0.03859000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.38000000,0.05200000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000,27972.29000000,0.02500000
2023-04-07 06:23:42,17771418735,27967.94000000,0.85204000,27967.90000000,0.02500000,27967.89000000,0.05363000,27967.84000000,0.61248000,27967.49000000,0.58551000,27967.18000000,0.32954000,27967.09000000,0.20285000,27966.95000000,0.01800000,27966.77000000,1.11175000,27966.76000000,0.58391000,27966.70000000,0.64552000,27966.55000000,0.59848000,27966.40000000,0.02500000,27965.77000000,0.58686000,27965.06000000,0.04777000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.13000000,0.45892000,27964.07000000,0.05004000,27964.04000000,0.02976000,27967.95000000,3.26282000,27968.19000000,0.63715000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.53000000,0.45109000,27968.54000000,0.65925000,27968.73000000,0.01703000,27968.90000000,0.22039000,27969.06000000,0.03859000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.38000000,0.05200000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000,27972.29000000,0.02500000
2023-04-07 06:23:46,17771418865,27967.94000000,0.82533000,27967.89000000,0.05363000,27967.84000000,0.61248000,27967.49000000,0.58551000,27967.34000000,0.02500000,27967.18000000,0.32954000,27967.09000000,0.20285000,27966.95000000,0.01800000,27966.77000000,1.11175000,27966.76000000,0.58391000,27966.70000000,0.64552000,27966.55000000,0.59848000,27965.77000000,0.58686000,27965.07000000,0.26699000,27965.06000000,0.44498000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.53000000,0.53636000,27964.13000000,0.45892000,27964.07000000,0.05004000,27967.95000000,1.08755000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.53000000,0.50351000,27968.54000000,0.65925000,27968.61000000,0.65258000,27968.73000000,0.01703000,27968.90000000,0.22039000,27969.06000000,0.03859000,27969.14000000,0.61420000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000,27971.77000000,0.38548000
2023-04-07 06:23:51,17771418972,27967.94000000,0.92233000,27967.89000000,0.05363000,27967.84000000,0.61248000,27967.49000000,0.58551000,27967.18000000,0.32954000,27967.09000000,0.20285000,27966.95000000,0.01800000,27966.77000000,1.11175000,27966.76000000,0.58391000,27966.70000000,0.64552000,27966.55000000,0.59848000,27966.40000000,0.02500000,27965.77000000,0.58686000,27965.07000000,0.26699000,27965.06000000,0.44498000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.54000000,0.32181000,27964.53000000,0.53636000,27964.07000000,0.05004000,27967.95000000,0.20713000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.37000000,0.60384000,27968.54000000,0.65925000,27968.61000000,0.65258000,27968.73000000,0.01703000,27968.89000000,0.42735000,27968.90000000,0.22039000,27969.06000000,0.41709000,27969.14000000,0.61420000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000,27970.83000000,0.00997000
2023-04-07 06:23:56,17771419092,27967.94000000,0.79799000,27967.89000000,0.05363000,27967.84000000,0.61248000,27967.49000000,0.58551000,27967.18000000,0.32954000,27967.10000000,0.62231000,27966.95000000,0.01800000,27966.77000000,1.11175000,27966.76000000,0.58391000,27966.70000000,0.64552000,27966.55000000,0.59848000,27966.40000000,0.02500000,27965.77000000,0.58686000,27965.07000000,0.26699000,27965.06000000,0.44498000,27965.05000000,0.07953000,27964.56000000,0.01789000,27964.54000000,0.32181000,27964.53000000,0.53636000,27964.07000000,0.05004000,27967.95000000,0.20194000,27968.30000000,0.00683000,27968.31000000,0.60348000,27968.37000000,0.60384000,27968.54000000,0.65925000,27968.61000000,0.65258000,27968.73000000,0.01703000,27968.89000000,0.42735000,27968.90000000,0.22039000,27969.06000000,0.41709000,27969.14000000,0.61420000,27969.38000000,0.00322000,27969.60000000,0.00043000,27970.00000000,0.00700000,27970.12000000,0.00657000,27970.13000000,0.07287000,27970.30000000,0.61446000,27970.49000000,0.03577000,27970.50000000,0.00073000,27970.60000000,0.00652000
2023-04-07 06:24:00,17771419949,27972.20000000,5.31926000,27972.00000000,0.02500000,27970.51000000,0.01800000,27970.50000000,0.51702000,27970.15000000,0.18335000,27970.14000000,0.06173000,27970.13000000,0.44712000,27969.20000000,0.05000000,27968.76000000,0.32178000,27968.75000000,0.53628000,27968.51000000,0.53629000,27968.35000000,0.02989000,27967.94000000,0.19145000,27967.42000000,0.12004000,27967.41000000,0.20000000,27966.96000000,0.04571000,27966.40000000,0.05000000,27965.79000000,0.20922000,27965.78000000,0.34865000,27964.56000000,0.01789000,27972.21000000,0.08852000,27972.75000000,0.04262000,27972.88000000,0.20673000,27973.00000000,0.39447000,27973.43000000,0.51392000,27973.74000000,0.00683000,27973.84000000,0.01479000,27974.02000000,0.60803000,27974.04000000,0.64796000,27974.17000000,0.01702000,27974.47000000,0.38559000,27974.51000000,0.05399000,27974.66000000,0.64254000,27974.72000000,0.00652000,27974.79000000,0.01613000,27975.12000000,0.05000000,27975.32000000,0.55208000,27976.37000000,0.01600000,27976.38000000,0.57861000,27976.57000000,0.23300000
2023-04-07 06:24:05,17771420200,27972.20000000,4.46554000,27972.10000000,0.30733000,27971.63000000,0.66780000,27971.04000000,0.01800000,27970.51000000,0.31022000,27970.50000000,0.51702000,27970.15000000,0.18335000,27970.14000000,0.06173000,27970.13000000,0.44712000,27969.20000000,0.02500000,27968.76000000,0.32178000,27968.75000000,0.53628000,27968.51000000,0.53629000,27968.35000000,0.02989000,27967.94000000,0.26098000,27967.42000000,0.12004000,27967.41000000,0.20000000,27966.96000000,0.04571000,27966.40000000,0.05000000,27965.79000000,0.20922000,27972.21000000,0.34411000,27972.28000000,0.59053000,27972.30000000,0.58687000,27972.45000000,0.61931000,27972.75000000,0.04262000,27972.88000000,0.20673000,27972.92000000,0.33657000,27972.93000000,0.57392000,27973.00000000,0.39447000,27973.22000000,0.56580000,27973.74000000,0.00683000,27973.84000000,0.01479000,27974.17000000,0.01702000,27974.51000000,0.05399000,27974.72000000,0.00652000,27974.74000000,0.02405000,27974.78000000,0.54651000,27974.79000000,0.01613000,27974.90000000,0.39406000,27974.91000000,0.65670000
2023-04-07 06:24:09,17771420609,27973.64000000,5.85314000,27972.99000000,0.00187000,27972.82000000,0.00187000,27972.34000000,0.35769000,27972.20000000,0.53801000,27972.00000000,0.02500000,27971.56000000,0.28752000,27971.55000000,0.47908000,27971.04000000,0.01800000,27970.51000000,0.20000000,27970.16000000,0.30893000,27970.15000000,0.18335000,27970.14000000,0.06173000,27969.20000000,0.05000000,27968.76000000,0.32178000,27968.75000000,0.53628000,27968.35000000,0.02989000,27967.95000000,0.23989000,27967.94000000,0.26098000,27966.96000000,0.04571000,27973.65000000,0.43720000,27973.74000000,0.23889000,27974.17000000,0.01702000,27974.28000000,0.13891000,27974.35000000,0.32963000,27974.51000000,0.05399000,27974.62000000,0.66339000,27974.72000000,0.00652000,27974.74000000,0.02405000,27974.91000000,0.65670000,27975.12000000,0.05000000,27975.40000000,0.36613000,27975.41000000,0.65479000,27975.69000000,0.56338000,27976.10000000,0.01600000,27976.11000000,0.21341000,27976.57000000,0.23300000,27976.71000000,0.13031000,27976.95000000,0.05200000,27977.46000000,0.00040000
2023-04-07 06:24:13,17771421813,27977.47000000,1.51326000,27977.46000000,1.76249000,27977.45000000,4.07985000,27977.42000000,0.08779000,27977.41000000,0.00071000,27977.30000000,0.08779000,27976.98000000,0.44475000,27975.96000000,0.53614000,27975.59000000,0.34239000,27975.33000000,0.12008000,27975.32000000,0.20000000,27974.78000000,0.01787000,27974.71000000,0.06974000,27974.37000000,0.13393000,27974.36000000,0.01968000,27974.23000000,0.01800000,27974.16000000,0.22315000,27974.15000000,0.19226000,27973.59000000,0.07921000,27973.42000000,0.12309000,27977.48000000,0.00037000,27977.50000000,0.00037000,27978.29000000,0.20473000,27978.39000000,0.17871000,27978.84000000,0.00652000,27978.92000000,0.03579000,27979.96000000,0.58740000,27979.97000000,0.29754000,27979.98000000,0.25355000,27979.99000000,0.50291000,27980.00000000,0.03100000,27980.12000000,0.01591000,27980.75000000,0.55512000,27980.95000000,0.00415000,27980.96000000,0.05000000,27980.99000000,0.37517000,27981.00000000,0.13906000,27981.37000000,0.62525000,27981.54000000,0.00045000,27982.13000000,0.58714000
2023-04-07 06:24:18,17771422335,27979.45000000,3.80918000,27978.83000000,1.87784000,27978.40000000,0.19535000,27977.83000000,0.12001000,27977.82000000,0.20000000,27977.61000000,0.01800000,27977.60000000,0.02500000,27977.56000000,0.39736000,27977.47000000,0.01941000,27977.46000000,0.01785000,27977.45000000,0.00187000,27977.10000000,0.29646000,27977.09000000,0.49408000,27976.98000000,0.44475000,27976.63000000,0.08407000,27975.98000000,0.32171000,27975.97000000,0.21953000,27975.96000000,0.53614000,27975.87000000,0.53614000,27975.18000000,0.02993000,27979.46000000,0.05681000,27979.67000000,0.05140000,27979.81000000,0.00701000,27979.87000000,0.39736000,27979.97000000,0.29754000,27979.98000000,0.25355000,27979.99000000,0.50291000,27980.00000000,0.03100000,27980.23000000,0.01695000,27980.62000000,0.54764000,27980.73000000,0.64719000,27980.95000000,0.00415000,27980.96000000,0.05000000,27981.36000000,0.33647000,27981.37000000,0.62525000,27981.54000000,0.00045000,27982.49000000,0.55837000,27983.36000000,0.01600000,27983.38000000,0.32309000,27984.04000000,0.38898000
2023-04-07 06:24:23,17771422655,27979.45000000,3.82794000,27978.96000000,0.50291000,27978.83000000,1.66197000,27978.62000000,0.34637000,27978.40000000,0.19535000,27977.83000000,0.38163000,27977.82000000,0.20000000,27977.75000000,0.01800000,27977.74000000,0.63597000,27977.60000000,0.02500000,27977.56000000,0.39736000,27977.47000000,0.01754000,27977.46000000,0.01785000,27977.36000000,0.49176000,27976.64000000,0.05050000,27976.63000000,0.08407000,27975.98000000,0.32171000,27975.97000000,0.21953000,27975.87000000,0.53614000,27975.18000000,0.02993000,27979.46000000,0.63747000,27979.63000000,0.57181000,27979.67000000,0.05140000,27979.81000000,0.00701000,27979.97000000,0.29754000,27980.00000000,0.03100000,27980.01000000,0.58587000,27980.16000000,0.21795000,27980.17000000,0.62102000,27980.23000000,0.01695000,27980.30000000,0.23433000,27980.72000000,0.17949000,27980.73000000,0.64719000,27980.80000000,0.54356000,27980.95000000,0.00415000,27980.96000000,0.05000000,27981.54000000,0.00045000,27982.08000000,0.33553000,27982.09000000,0.55923000,27982.64000000,0.02455000
2023-04-07 06:24:27,17771423891,27967.94000000,0.21198000,27967.57000000,0.29476000,27966.62000000,0.55471000,27966.43000000,0.56984000,27966.19000000,0.51938000,27966.08000000,0.66486000,27965.71000000,0.00974000,27965.66000000,0.03574000,27964.53000000,0.02523000,27964.06000000,0.52310000,27964.04000000,0.02976000,27963.62000000,0.10992000,27963.61000000,0.18319000,27963.59000000,0.59553000,27963.09000000,0.02500000,27962.79000000,0.47575000,27962.77000000,0.00255000,27962.25000000,0.84946000,27962.24000000,0.10000000,27962.21000000,0.07343000,27967.95000000,1.74551000,27968.35000000,0.25959000,27968.36000000,0.59175000,27969.21000000,1.27115000,27969.40000000,0.14206000,27970.22000000,0.01787000,27971.03000000,0.02020000,27971.23000000,0.03029000,27971.89000000,0.02438000,27971.97000000,0.01787000,27972.00000000,0.02500000,27972.90000000,0.36576000,27972.91000000,0.60958000,27973.40000000,0.48873000,27973.41000000,0.81449000,27974.60000000,0.16000000,27974.71000000,0.01657000,27974.80000000,0.05000000,27975.16000000,0.05002000,27975.17000000,0.70541000
2023-04-07 06:24:32,17771424804,27962.61000000,0.28370000,27961.32000000,0.07000000,27961.10000000,0.05000000,27960.97000000,0.59646000,27960.48000000,0.54599000,27960.00000000,0.00600000,27959.83000000,0.00334000,27959.81000000,0.07938000,27959.80000000,0.05329000,27959.75000000,0.05364000,27959.42000000,0.02533000,27958.96000000,0.04000000,27958.94000000,0.56474000,27958.82000000,0.38802000,27958.35000000,0.61250000,27958.29000000,0.00657000,27957.86000000,0.61145000,27957.82000000,0.03062000,27957.46000000,0.08000000,27957.40000000,0.48421000,27962.62000000,4.26096000,27964.27000000,0.06888000,27964.28000000,0.49638000,27964.55000000,0.05363000,27964.66000000,0.56784000,27964.69000000,0.11640000,27965.37000000,0.07596000,27965.38000000,0.05200000,27965.39000000,0.06183000,27965.64000000,0.01980000,27965.66000000,0.01877000,27965.72000000,0.01336000,27965.73000000,0.09412000,27965.75000000,0.02988000,27966.19000000,0.02773000,27967.85000000,0.01600000,27967.94000000,0.01522000,27968.25000000,0.03100000,27969.09000000,0.01500000,27969.16000000,0.12002000
2023-04-07 06:24:37,17771425225,27961.19000000,0.01395000,27960.00000000,0.00600000,27959.58000000,0.39736000,27959.50000000,0.01400000,27959.49000000,0.61900000,27959.17000000,0.05364000,27959.11000000,0.28982000,27959.04000000,0.63260000,27958.78000000,0.56731000,27958.66000000,0.55646000,27958.29000000,0.00657000,27958.11000000,0.32852000,27957.82000000,0.03062000,27957.39000000,0.10556000,27957.26000000,0.34921000,27957.25000000,0.03806000,27956.71000000,0.54382000,27956.57000000,0.00040000,27956.27000000,0.44530000,27956.26000000,0.19110000,27961.20000000,3.39866000,27961.32000000,0.41954000,27961.33000000,0.56642000,27962.20000000,0.03100000,27962.59000000,0.01577000,27962.61000000,0.05200000,27963.77000000,0.16516000,27964.00000000,0.05363000,27964.27000000,0.35765000,27964.28000000,0.06496000,27964.66000000,0.56784000,27965.35000000,0.45533000,27965.36000000,0.75880000,27965.37000000,0.01948000,27965.39000000,0.05876000,27965.64000000,0.01980000,27965.66000000,0.01877000,27965.72000000,0.01336000,27965.73000000,0.09412000,27965.75000000,0.02988000
2023-04-07 06:24:41,17771425595,27960.27000000,1.71507000,27960.24000000,0.14143000,27960.15000000,0.61802000,27960.08000000,0.08779000,27960.00000000,0.00600000,27959.88000000,0.54567000,27959.59000000,0.24683000,27959.58000000,0.39736000,27959.50000000,0.01400000,27959.24000000,0.61567000,27959.20000000,0.58684000,27959.04000000,0.63260000,27958.88000000,0.00659000,27958.30000000,0.36662000,27958.29000000,0.61099000,27957.82000000,0.03062000,27957.40000000,0.42838000,27957.39000000,0.71390000,27957.38000000,0.02529000,27957.25000000,0.03806000,27960.28000000,1.00002000,27960.49000000,0.58440000,27961.19000000,0.92866000,27961.20000000,1.46100000,27961.26000000,0.59624000,27962.59000000,0.01577000,27962.87000000,0.01200000,27962.90000000,0.14287000,27963.76000000,0.01600000,27963.87000000,0.03100000,27964.27000000,0.05588000,27964.28000000,0.06496000,27965.35000000,0.05654000,27965.37000000,0.01948000,27965.39000000,0.05876000,27965.64000000,0.01980000,27965.66000000,0.01877000,27965.72000000,0.01336000,27965.73000000,0.09412000,27965.75000000,0.02988000
2023-04-07 06:24:45,17771425705,27960.27000000,1.69519000,27960.24000000,0.05364000,27960.00000000,0.00600000,27959.88000000,0.54567000,27959.60000000,0.01400000,27959.59000000,0.24683000,27959.58000000,0.39736000,27959.24000000,0.61567000,27959.20000000,0.58684000,27959.04000000,0.63260000,27958.98000000,0.55126000,27958.88000000,0.00659000,27958.30000000,0.36662000,27958.29000000,0.61099000,27957.82000000,0.03062000,27957.40000000,0.42838000,27957.39000000,0.71390000,27957.38000000,0.02529000,27957.25000000,0.03806000,27956.91000000,0.03006000,27960.28000000,1.21548000,27960.49000000,0.58440000,27960.50000000,0.02223000,27961.19000000,0.92866000,27961.20000000,1.46100000,27961.26000000,0.59624000,27962.59000000,0.01577000,27962.87000000,0.01200000,27962.90000000,0.14287000,27963.76000000,0.01600000,27963.87000000,0.03100000,27964.27000000,0.05588000,27964.28000000,0.06496000,27965.35000000,0.34932000,27965.37000000,0.01948000,27965.39000000,0.05876000,27965.64000000,0.01980000,27965.66000000,0.01877000,27965.72000000,0.01336000,27965.73000000,0.09412000
2023-04-07 06:24:50,17771425748,27960.27000000,1.69519000,27960.24000000,0.05364000,27960.00000000,0.00600000,27959.88000000,0.54567000,27959.60000000,0.01400000,27959.59000000,0.24683000,27959.58000000,0.39736000,27959.24000000,0.61567000,27959.20000000,0.58684000,27959.04000000,0.63260000,27958.98000000,0.55126000,27958.88000000,0.00659000,27958.30000000,0.36662000,27958.29000000,0.61099000,27957.82000000,0.03062000,27957.40000000,0.42838000,27957.39000000,0.71390000,27957.38000000,0.02529000,27957.25000000,0.03806000,27956.91000000,0.03006000,27960.28000000,1.21548000,27960.49000000,0.58440000,27961.19000000,0.92866000,27961.20000000,1.46100000,27961.26000000,0.59624000,27962.59000000,0.01577000,27962.87000000,0.01200000,27962.90000000,0.14287000,27963.76000000,0.01600000,27963.87000000,0.03100000,27964.27000000,0.05588000,27964.28000000,0.06496000,27965.35000000,0.34932000,27965.37000000,0.01948000,27965.39000000,0.05876000,27965.64000000,0.01980000,27965.66000000,0.01877000,27965.72000000,0.01336000,27965.73000000,0.09412000,27965.75000000,0.02988000
2023-04-07 06:24:54,17771425975,27960.27000000,0.03434000,27960.00000000,0.00600000,27959.48000000,0.58972000,27959.38000000,0.05364000,27959.01000000,0.44793000,27958.88000000,0.00659000,27958.62000000,0.61546000,27958.30000000,0.01400000,27958.29000000,0.00657000,27958.09000000,0.64458000,27957.86000000,0.53905000,27957.82000000,0.03062000,27957.63000000,0.02646000,27957.47000000,0.36011000,27957.46000000,0.53778000,27957.25000000,0.03806000,27956.91000000,0.03006000,27956.57000000,0.00040000,27956.26000000,0.10000000,27956.25000000,0.00875000,27960.28000000,1.65270000,27960.49000000,0.58440000,27961.16000000,0.03100000,27961.19000000,0.92866000,27961.20000000,1.06364000,27961.26000000,0.59624000,27962.59000000,0.01577000,27962.87000000,0.01200000,27963.53000000,0.37483000,27963.54000000,0.62457000,27963.76000000,0.01600000,27964.06000000,0.03100000,27964.21000000,0.05363000,27964.27000000,0.01688000,27964.28000000,0.06496000,27965.33000000,0.51382000,27965.34000000,0.18793000,27965.37000000,0.01948000,27965.39000000,0.05876000,27965.63000000,0.85626000
2023-04-07 06:24:59,17771426236,27959.55000000,0.57016000,27959.48000000,0.58972000,27959.01000000,0.44793000,27958.99000000,0.56184000,27958.98000000,0.01018000,27958.85000000,0.65925000,27958.62000000,0.61546000,27958.59000000,0.65221000,27958.30000000,0.01400000,27958.29000000,0.00657000,27957.82000000,0.03062000,27957.47000000,0.36011000,27957.36000000,0.56477000,27957.25000000,0.03582000,27956.70000000,0.03878000,27956.57000000,0.00040000,27956.26000000,0.10000000,27956.25000000,0.00875000,27956.00000000,0.00073000,27955.77000000,0.44534000,27959.56000000,2.57008000,27959.68000000,0.11019000,27959.86000000,0.54263000,27959.87000000,1.04078000,27960.18000000,0.32265000,27960.19000000,0.39736000,27960.28000000,0.53772000,27961.16000000,0.03100000,27961.19000000,0.05200000,27962.05000000,0.10818000,27962.06000000,0.18025000,27962.59000000,0.01577000,27962.74000000,0.48655000,27962.87000000,0.01200000,27962.88000000,0.03021000,27963.49000000,0.64383000,27963.50000000,1.07293000,27963.76000000,0.01600000,27964.06000000,0.03100000,27964.27000000,0.01688000
